0,-1.1152344,1.1513672,9.578125,reposo,09:29:49.893 
1,-1.4189453,0.9189453,10.1328125,reposo,09:29:49.943 
2,-1.7353516,0.16040039,11.0546875,reposo,09:29:49.995 
3,-0.99072266,0.9863281,9.6328125,reposo,09:29:50.059 
4,-1.2226562,0.9741211,10.4765625,reposo,09:29:50.116 
5,-1.7373047,0.5073242,10.46875,reposo,09:29:50.177 
6,-1.3759766,0.57666016,10.5,reposo,09:29:50.220 
7,-1.4023438,0.57177734,9.703125,reposo,09:29:50.260 
8,-1.6201172,0.6821289,10.0390625,reposo,09:29:50.314 
9,-2.0117188,0.5073242,7.5117188,reposo,09:29:50.431 
9,-1.1005859,0.7636719,8.9765625,reposo,09:29:50.368 
10,-2.4648438,1.1435547,5.6484375,reposo,09:29:50.487 
11,-3.3457031,-0.38061523,4.2382812,reposo,09:29:50.551 
12,-5.2070312,-1.8378906,3.3300781,reposo,09:29:50.610 
13,-8.9375,-2.6972656,3.2246094,reposo,09:29:50.670 
14,-16.203125,-4.4257812,5.6523438,reposo,09:29:50.729 
15,-17.828125,-4.421875,7.1289062,reposo,09:29:50.789 
16,-13.421875,0.39257812,4.6796875,reposo,09:29:50.849 
17,-11.3515625,-0.17468262,2.1914062,reposo,09:29:50.909 
18,-9.859375,-4.4023438,3.3964844,reposo,09:29:50.970 
19,-8.328125,-7.5664062,4.0273438,reposo,09:29:51.030 
20,-7.5,-5.7695312,4.3476562,reposo,09:29:51.090 
21,-8.7578125,-1.8193359,4.7304688,reposo,09:29:51.151 
22,-8.4296875,-1.2373047,5.5351562,reposo,09:29:51.226 
23,-8.6171875,-2.2421875,6.171875,reposo,09:29:51.291 
24,-8.4375,-2.4511719,7.6132812,reposo,09:29:51.342 
25,-5.828125,-2.5800781,7.3242188,reposo,09:29:51.401 
26,-2.1347656,-4.1992188,6.9921875,reposo,09:29:51.462 
27,1.4335938,-1.5078125,6.0351562,reposo,09:29:51.522 
28,3.6054688,2.9003906,-0.69628906,reposo,09:29:51.582 
29,-11.359375,-3.7578125,-8.421875,reposo,09:29:51.643 
30,-78.4375,-24.09375,59.3125,reposo,09:29:51.703 
31,-15.0625,15.046875,23.15625,reposo,09:29:51.763 
32,21.9375,-4.953125,-12.328125,reposo,09:29:51.824 
33,-4.0703125,-6.8515625,9.1796875,reposo,09:29:51.884 
34,3.2402344,-0.4260254,10.7421875,reposo,09:29:51.944 
35,4.75,-2.0488281,12.59375,reposo,09:29:52.005 
36,8.84375,2.7539062,10.609375,reposo,09:29:52.050 
37,-4.7617188,-13.34375,5.3164062,reposo,09:29:52.115 
38,-7.5742188,-10.234375,4.4804688,reposo,09:29:52.175 
39,-4.2460938,-6.3398438,7.859375,reposo,09:29:52.235 
40,-1.6757812,-10.3359375,7.171875,reposo,09:29:52.296 
41,0.296875,-8.1875,11.4296875,reposo,09:29:52.356 
42,-3.8632812,-0.12683105,5.5546875,reposo,09:29:52.416 
43,-1.1914062,-2.5,3.7558594,reposo,09:29:52.477 
44,-14.7109375,34.09375,26.734375,reposo,09:29:52.537 
45,2.2089844,1.8095703,-0.01197052,reposo,09:29:52.597 
46,-1.3876953,1.5439453,15.4375,reposo,09:29:52.658 
47,-2.71875,17.546875,27.015625,reposo,09:29:52.718 
48,-0.7011719,0.7636719,6.09375,reposo,09:29:52.778 
49,-0.32080078,1.4169922,9.9375,reposo,09:29:52.838 
50,-0.9404297,4.328125,9.0234375,reposo,09:29:52.898 
51,-0.15795898,3.1777344,9.734375,reposo,09:29:52.958 
52,-0.7705078,2.5078125,9.3671875,reposo,09:29:53.019 
53,0.36865234,4.0429688,17.4375,reposo,09:29:53.079 
54,-0.04067993,1.2226562,7.96875,reposo,09:29:53.139 
55,-0.5410156,2.4980469,9.5546875,reposo,09:29:53.200 
56,0.13879395,2.6152344,9.3125,reposo,09:29:53.260 
57,-0.5336914,4.0351562,8.7109375,reposo,09:29:53.320 
58,0.57421875,2.4296875,10.3671875,reposo,09:29:53.381 
59,0.20825195,3.2695312,10.015625,reposo,09:29:53.441 
60,-0.07659912,2.515625,8.6328125,reposo,09:29:53.487 
61,-0.04788208,2.3886719,9.9296875,reposo,09:29:53.551 
62,-0.46191406,2.7460938,9.8125,reposo,09:29:53.591 
63,-0.105285645,2.8535156,9.8828125,reposo,09:29:53.724 
64,-0.09814453,2.8125,9.8203125,reposo,09:29:53.654 
65,-0.39257812,2.8496094,9.8046875,reposo,09:29:53.771 
66,-0.06939697,2.5292969,9.8203125,reposo,09:29:53.832 
67,-0.10290527,3.0449219,9.8203125,reposo,09:29:53.892 
68,-0.04309082,3.0195312,10.03125,reposo,09:29:53.952 
69,-0.09814453,2.6191406,9.6484375,reposo,09:29:54.013 
70,-0.30151367,2.7695312,9.7734375,reposo,09:29:54.073 
71,-0.5263672,2.8867188,10.609375,reposo,09:29:54.133 
72,-0.02154541,2.7832031,9.7109375,reposo,09:29:54.182 
73,-0.81152344,0.92871094,9.328125,reposo,09:30:00.839 
74,-1.3066406,1.3164062,9.890625,reposo,09:30:00.892 
75,-1.2871094,0.45947266,10.421875,reposo,09:30:00.956 
76,-1.0263672,1.1796875,9.6953125,reposo,09:30:01.013 
77,2.3925781,-0.8642578,8.0703125,reposo,09:30:01.076 
78,-0.0071792603,0.57177734,10.1875,reposo,09:30:01.136 
79,-0.9863281,0.6220703,8.984375,reposo,09:30:01.194 
80,-2.0839844,0.16748047,8.234375,reposo,09:30:01.260 
81,-1.625,-1.0791016,8.7734375,reposo,09:30:01.315 
82,-0.4260254,-2.1796875,10.140625,reposo,09:30:01.379 
83,1.0742188,-3.8730469,11.2578125,reposo,09:30:01.430 
84,1.0742188,-4.2578125,12.171875,reposo,09:30:01.485 
85,0.5336914,-2.7695312,11.2890625,reposo,09:30:01.548 
86,0.39501953,-2.0722656,9.71875,reposo,09:30:01.606 
87,0.4165039,-1.1367188,8.578125,reposo,09:30:01.656 
88,0.75634766,-1.2158203,7.4414062,reposo,09:30:01.717 
89,1.4882812,0.6723633,6.7695312,reposo,09:30:01.777 
90,2.6015625,2.5195312,4.5703125,reposo,09:30:01.838 
91,4.9023438,8.984375,2.2402344,reposo,09:30:01.898 
92,1.6708984,8.8515625,7.0039062,reposo,09:30:01.958 
93,-18.78125,-18.421875,-5.84375,reposo,09:30:02.019 
94,-78.4375,-56.21875,78.4375,reposo,09:30:02.079 
95,18.5,-40.0,37.75,reposo,09:30:02.139 
96,1.6777344,5.9570312,3.5683594,reposo,09:30:02.199 
97,1.8427734,-22.53125,-3.2382812,reposo,09:30:02.259 
98,1.5771484,3.0019531,12.8984375,reposo,09:30:02.320 
99,-0.2919922,-2.1777344,9.015625,reposo,09:30:02.380 
100,-14.5859375,11.2734375,13.65625,reposo,09:30:02.441 
101,-11.4375,-3.4804688,7.7851562,reposo,09:30:02.500 
102,4.109375,-7.6328125,11.0,reposo,09:30:02.561 
103,4.9140625,-1.7900391,6.9101562,reposo,09:30:02.621 
104,-2.3613281,-11.0703125,8.921875,reposo,09:30:02.682 
105,-1.7285156,-3.8417969,7.421875,reposo,09:30:02.741 
106,-0.4165039,-2.9375,11.21875,reposo,09:30:02.802 
107,1.4550781,3.1542969,9.578125,reposo,09:30:02.863 
108,-0.4260254,-6.1875,11.21875,reposo,09:30:02.922 
109,0.30395508,-3.9355469,9.0078125,reposo,09:30:02.983 
110,-1.4433594,-2.2695312,10.171875,reposo,09:30:03.043 
111,0.0023937225,-2.6132812,10.4375,reposo,09:30:03.104 
112,-0.51220703,-0.19628906,9.8515625,reposo,09:30:03.164 
113,-0.2631836,-1.7451172,10.8046875,reposo,09:30:03.224 
114,-0.004787445,-0.96484375,9.7734375,reposo,09:30:03.284 
115,0.08618164,-3.4414062,9.75,reposo,09:30:03.345 
116,-0.01675415,-1.7783203,10.046875,reposo,09:30:03.405 
117,-2.25,4.625,10.0625,reposo,09:30:03.465 
118,-1.6181641,2.3496094,10.0078125,reposo,09:30:03.526 
119,-2.5410156,0.6484375,9.5546875,reposo,09:30:03.586 
120,-1.2421875,2.3027344,11.015625,reposo,09:30:03.646 
121,-1.1582031,1.5722656,10.0625,reposo,09:30:03.706 
122,-1.1201172,0.99316406,9.671875,reposo,09:30:03.767 
123,-0.7109375,3.7285156,9.9609375,reposo,09:30:03.828 
124,-0.7397461,2.4726562,9.0078125,reposo,09:30:03.888 
125,-1.0507812,4.7421875,9.796875,reposo,09:30:03.948 
126,-1.0214844,4.4726562,8.8984375,reposo,09:30:04.008 
127,-1.0957031,3.1933594,9.265625,reposo,09:30:04.069 
128,-1.1435547,4.2226562,9.375,reposo,09:30:04.129 
129,-1.1513672,3.4199219,9.5234375,reposo,09:30:04.189 
130,-0.99560547,4.0976562,9.421875,reposo,09:30:04.229 
131,-0.8881836,3.8203125,9.296875,reposo,09:30:04.272 
132,-1.0410156,4.140625,9.1953125,reposo,09:30:04.330 
133,-0.8642578,4.0429688,9.40625,reposo,09:30:04.390 
134,-0.8618164,4.2890625,9.140625,reposo,09:30:04.448 
135,-2.2304688,2.2753906,10.4375,reposo,09:30:10.262 
136,-1.8115234,5.2265625,6.2734375,reposo,09:30:10.311 
