-7.3515625,-4.1015625,6.546875,23:43:04.547,1,0 
-7.1992188,-3.6855469,6.3007812,23:43:04.487,1,0 
-7.375,-3.90625,6.6679688,23:43:04.608,1,0 
-7.328125,-4.59375,7.5742188,23:43:04.668,1,0 
-6.7304688,-5.2851562,7.5976562,23:43:04.729,1,0 
-5.6484375,-4.09375,6.8320312,23:43:04.789,1,0 
-4.9140625,-4.3046875,5.1875,23:43:04.849,1,0 
-3.1953125,-5.6484375,2.3339844,23:43:04.910,1,0 
-3.9140625,-7.875,-2.3046875,23:43:04.970,1,1 
-3.4375,-12.4296875,-6.40625,23:43:05.030,1,1 
-2.7265625,-7.8359375,-5.5585938,23:43:05.090,1,1 
-2.0429688,-6.9882812,-6.1132812,23:43:05.151,1,1 
-2.1367188,-7.7734375,-6.6015625,23:43:05.211,1,1 
-2.1074219,-6.9296875,-6.40625,23:43:05.272,1,1 
-2.2089844,-7.265625,-7.1640625,23:43:05.332,1,1 
-1.6347656,-7.1796875,-6.25,23:43:05.392,1,1 
-1.6103516,-6.5898438,-6.8085938,23:43:05.453,1,1 
-1.2060547,-6.6171875,-6.2539062,23:43:05.513,1,1 
-1.0722656,-7.1328125,-7.4140625,23:43:05.573,1,1 
-0.6723633,-7.4375,-4.5585938,23:43:05.633,1,1 
-1.1035156,-9.9609375,-2.3652344,23:43:05.694,1,1 
-1.6923828,-6.3671875,0.9404297,23:43:05.756,1,1 
-4.3203125,-0.51220703,7.1992188,23:43:05.814,1,1 
-6.3164062,-9.125,9.203125,23:43:05.875,1,1 
-5.5195312,-6.4648438,10.5390625,23:43:05.935,1,1 
-4.2304688,-5.7578125,8.6171875,23:43:05.995,1,1 
-3.234375,-4.6015625,7.9296875,23:43:06.056,1,1 
-4.09375,-5.1992188,7.8789062,23:43:06.116,1,1 
-4.6445312,-5.4140625,7.953125,23:43:06.177,1,1 
-5.3710938,-5.8632812,8.7265625,23:43:06.237,1,1 
-4.4296875,-5.0351562,8.078125,23:43:06.298,1,1 
-4.3945312,-5.3398438,9.15625,23:43:06.358,1,1 
-4.0546875,-6.3242188,10.3828125,23:43:06.418,0,1 
-2.8222656,-5.0039062,9.0625,23:43:06.479,0,1 
-2.2714844,-5.1210938,7.6132812,23:43:06.539,0,1 
-2.1113281,-7.8671875,6.0390625,23:43:06.600,0,0 
-1.0410156,-8.5,2.8574219,23:43:06.660,2,0 
-0.45483398,-10.0078125,2.7167969,23:43:06.720,2,0 
1.1533203,-10.4765625,0.11968994,23:43:06.781,2,0 
1.5800781,-8.5078125,-0.35888672,23:43:06.841,2,0 
1.6464844,-9.8359375,-1.1464844,23:43:06.902,2,0 
1.7949219,-7.9296875,-1.7236328,23:43:06.962,1,0 
1.7089844,-10.328125,-1.4667969,23:43:07.023,1,0 
1.8984375,-8.4921875,-1.8691406,23:43:07.083,1,0 
2.1132812,-9.765625,-1.9033203,23:43:07.144,1,1 
2.0800781,-9.7265625,-2.3652344,23:43:07.204,1,1 
2.1816406,-9.6484375,-1.8740234,23:43:07.264,1,1 
1.953125,-9.6171875,-1.7587891,23:43:07.325,1,1 
2.2519531,-9.3828125,-1.6103516,23:43:07.385,1,1 
1.8808594,-9.40625,-1.4746094,23:43:07.446,1,1 
1.9677734,-9.265625,-1.2851562,23:43:07.488,1,1 
1.9121094,-9.8359375,-1.0244141,23:43:07.548,1,1 
1.9511719,-9.7578125,-0.62939453,23:43:07.607,1,1 
1.7949219,-10.6640625,0.63427734,23:43:07.667,1,1 
1.9892578,-8.8515625,2.4960938,23:43:07.728,2,1 
1.3613281,-8.1875,4.0507812,23:43:07.788,2,1 
0.72021484,-8.75,5.4023438,23:43:07.849,2,1 
0.5214844,-8.8046875,5.9804688,23:43:07.909,2,1 
0.57910156,-7.8984375,5.9257812,23:43:07.970,2,1 
0.49072266,-7.4179688,5.6914062,23:43:08.030,2,1 
-0.01675415,-8.3125,6.0039062,23:43:08.091,2,1 
0.33032227,-7.3007812,5.6875,23:43:08.151,2,1 
-0.35424805,-8.7734375,6.0390625,23:43:08.212,2,2 
-0.2800293,-8.375,6.3085938,23:43:08.272,1,2 
-0.7158203,-9.6328125,6.0976562,23:43:08.343,2,2 
-0.51220703,-7.1054688,5.4101562,23:43:08.403,1,2 
-0.7373047,-9.21875,4.8085938,23:43:08.464,2,2 
-0.34228516,-7.4257812,1.5058594,23:43:08.524,2,2 
-0.77783203,-16.53125,-0.004787445,23:43:08.584,2,2 
-0.0143585205,-8.546875,-1.5224609,23:43:08.645,1,2 
-0.105285645,-11.5546875,-1.4482422,23:43:08.705,1,2 
-0.24414062,-9.3828125,-1.5146484,23:43:08.765,1,1 
-0.18432617,-10.359375,-1.0869141,23:43:08.826,1,1 
-0.34936523,-9.6015625,-1.2275391,23:43:08.886,1,1 
-0.21057129,-9.8203125,-1.1035156,23:43:08.948,1,1 
-0.16516113,-9.3828125,-1.5820312,23:43:09.007,1,1 
-0.04788208,-7.6367188,-2.8671875,23:43:09.068,1,1 
0.1340332,-10.8359375,-4.40625,23:43:09.128,1,1 
-0.18432617,-8.3046875,-5.65625,23:43:09.188,1,1 
-0.2607422,-7.3203125,-6.140625,23:43:09.249,1,1 
-0.33496094,-6.0820312,-7.0507812,23:43:09.309,1,1 
-0.2154541,-5.7578125,-7.5390625,23:43:09.371,1,1 
-0.31103516,-5.3710938,-8.515625,23:43:09.430,1,1 
-0.6245117,-4.453125,-8.875,23:43:09.490,1,1 
-0.6176758,-4.4023438,-8.9140625,23:43:09.551,1,1 
-0.55029297,-4.3085938,-8.9453125,23:43:09.611,1,1 
-0.46191406,-4.2460938,-8.5,23:43:09.672,1,1 
-0.6557617,-4.1992188,-8.8984375,23:43:09.732,1,1 
-0.76123047,-4.15625,-8.7265625,23:43:09.793,1,1 
-0.75146484,-5.7070312,-8.8046875,23:43:09.853,1,1 
-0.6508789,-4.7460938,-8.484375,23:43:09.914,1,1 
-1.4550781,-11.0390625,-7.8046875,23:43:09.974,1,1 
-0.083740234,-8.6640625,-2.2949219,23:43:10.035,1,1 
