-16.140625,-0.5336914,0.25610352,18:18:39.363,2 
-9.0859375,-3.546875,1.8642578,18:18:39.424,2 
-10.7734375,-1.1748047,1.8408203,18:18:39.303,2 
-12.046875,-1.7402344,2.0859375,18:18:39.484,2 
-6.9179688,-1.7041016,1.6181641,18:18:39.544,2 
-5.6914062,-1.5078125,1.6806641,18:18:39.605,2 
-6.703125,-3.4257812,1.8291016,18:18:39.665,2 
-8.8203125,-4.1601562,2.5898438,18:18:39.726,2 
-10.140625,-3.875,3.4570312,18:18:39.786,2 
-12.171875,-4.5625,4.3359375,18:18:39.847,2 
-17.375,-5.0390625,4.9414062,18:18:39.908,2 
-11.2734375,-3.3632812,3.6367188,18:18:39.967,2 
-12.953125,-3.9375,2.4960938,18:18:40.028,2 
-9.7109375,-2.4960938,2.3222656,18:18:40.089,2 
-8.1875,-1.7255859,2.1113281,18:18:40.156,2 
-7.3632812,-2.0371094,0.90234375,18:18:40.200,2 
-8.2265625,-2.9179688,1.4101562,18:18:40.260,2 
-8.3828125,-2.2480469,1.453125,18:18:40.321,2 
-9.1328125,-1.2617188,1.5361328,18:18:40.381,2 
-13.5078125,-2.2949219,0.105285645,18:18:40.442,2 
-12.4453125,-3.9941406,2.8144531,18:18:40.502,2 
-12.734375,-3.5976562,3.9589844,18:18:40.563,2 
-7.7109375,-2.421875,2.6191406,18:18:40.625,2 
-7.2851562,-2.2871094,2.7148438,18:18:40.690,2 
-8.53125,-3.0898438,2.4003906,18:18:40.734,2 
-10.765625,-4.140625,3.4824219,18:18:40.794,2 
-11.8125,-4.8632812,4.5742188,18:18:40.855,2 
-12.078125,-5.8710938,5.078125,18:18:40.915,2 
-12.0,-5.0820312,5.3242188,18:18:40.976,2 
-14.3984375,-3.4394531,2.6308594,18:18:41.036,2 
-12.8515625,-3.2988281,1.9511719,18:18:41.097,2 
-10.4375,-1.4794922,2.1386719,18:18:41.157,2 
-9.328125,-1.3066406,1.7285156,18:18:41.218,2 
-8.953125,-2.6328125,0.7133789,18:18:41.278,2 
-9.4375,-2.9589844,0.4404297,18:18:41.339,2 
-8.9375,-1.7900391,0.3852539,18:18:41.399,2 
-8.7578125,-1.5703125,0.9765625,18:18:41.460,2 
-7.8164062,-2.8046875,2.4082031,18:18:41.520,2 
-11.484375,-3.1171875,3.2285156,18:18:41.581,2 
-12.609375,-3.4785156,3.1914062,18:18:41.641,2 
-7.734375,-3.6523438,4.7539062,18:18:41.702,2 
-8.2578125,-3.3769531,1.9990234,18:18:41.762,2 
-11.140625,-3.2070312,3.3730469,18:18:41.823,2 
-11.359375,-4.7226562,4.2695312,18:18:41.884,2 
-12.9453125,-6.2929688,4.4648438,18:18:41.943,2 
-14.9140625,-5.375,5.2617188,18:18:42.004,2 
-13.421875,-1.4619141,2.3808594,18:18:42.064,2 
-11.4296875,-2.9238281,1.3183594,18:18:42.125,2 
-8.78125,-3.5371094,2.28125,18:18:42.185,2 
-8.4921875,-1.03125,1.7880859,18:18:42.247,2 
-8.1875,-2.5800781,0.42358398,18:18:42.305,2 
-9.140625,-2.7167969,0.89501953,18:18:42.366,2 
-9.125,-1.6826172,0.30395508,18:18:42.426,2 
-13.0390625,-1.9726562,0.16516113,18:18:42.487,2 
-11.140625,-3.7382812,2.9238281,18:18:42.547,2 
-12.6953125,-3.1914062,4.390625,18:18:42.608,2 
-8.1171875,-2.75,2.5625,18:18:42.668,2 
